;Visual Properties;;;;;;Labels;;;;Layout;;;;;;Graph Metrics;;;;;;;;;Do Not Edit;;Other Columns;;;;;;;;;;;;;;;;;;
Vertex;Color;Shape;Size;Opacity;Image File;Visibility;Label;Label Fill Color;Label Position;Tooltip;Layout Order;X;Y;Locked?;Polar R;Polar Angle;Degree;In-Degree;Out-Degree;Betweenness Centrality;Closeness Centrality;Eigenvector Centrality;PageRank;Clustering Coefficient;Reciprocated Vertex Pair Ratio;ID;Dynamic Filter;Add Your Own Columns Here;Followed;Followers;Tweets;Favorites;Time Zone UTC Offset (Seconds);Description;Location;Web;Time Zone;Joined Twitter Date (UTC);Custom Menu Item Text;Custom Menu Item Action;Tweeted Search Term?;;;;;
veldkamp152;;;;;http://pbs.twimg.com/profile_images/1251577367857946625/Tdm7y6HC_normal.jpg;;;;;"veldkamp152

";;6.677,3;8.669,4;;;;;;;;;;;;;460;;;949;1174;31318;6686;;Realist en politiek volger.;Europa;;;26-6-2016 10:56;Open Twitter Page for This Person;https://twitter.com/veldkamp152;No;;;;;
gerrie_hekman;;;;;http://pbs.twimg.com/profile_images/1363052783054766080/gsLbyPD8_normal.jpg;;;;;"gerrie_hekman

@RogerVleugels Hou je bek achterlijke
gladiool, vlieg op #tokkie #wappie
#aso #troll";;8.583,2;5.743,2;;;;;;;;;;;;;461;;;33;44;116;7765;;"Wie zoet is krijgt likes, wie stout is een block.
#PalAchterRutte";;;;26-11-2020 14:46;Open Twitter Page for This Person;https://twitter.com/gerrie_hekman;Yes;;;;;
rogervleugels;;;;;http://pbs.twimg.com/profile_images/1018504428926664707/gMmSpAJ6_normal.jpg;;;;;"rogervleugels

";;7.571,8;6.064,9;;;;;;;;;;;;;462;;;1226;5976;25845;184;;Juridisch adviseur en docent gespecialiseerd in openbaarheid van bestuur;Utrecht - Netherlands;;;8-2-2010 22:45;Open Twitter Page for This Person;https://twitter.com/rogervleugels;No;;;;;
chagenijn;;;;;http://pbs.twimg.com/profile_images/1387260479349870595/-NUOkOEm_normal.jpg;;;;;"chagenijn

Tweet maar even weggehaald vanwege
#wappie shitstorm. T is al ruk
genoeg 🤷🏽‍♂️";;8.320,9;4.372,4;;;;;;;;;;;;;463;;;17174;19685;88212;95973;;Voormalig konijn met haatstaart. Faalhaas. Ouder en milder. Leuker op Twitter.  Koning mensen ontlopen. https://t.co/MVmkcup1bY;;;;22-3-2014 07:35;Open Twitter Page for This Person;https://twitter.com/chagenijn;Yes;;;;;
peter_kassies;;;;;http://pbs.twimg.com/profile_images/1329804642214088705/PVTaNJMn_normal.jpg;;;;;"peter_kassies

@Raina0231 @umbbv @714080c3ca1f48f
@IkNet Dat de ene weg beter is
dan de ander is geen bewijs voor.
De mensheid is… https://t.co/nc53LiH7vW";;3.404,0;4.208,2;;;;;;;;;;;;;464;;;205;81;9013;5408;;"Slaying hydra heads one head at a time. 
All tweets are my own opinion.";Amsterdam, The Netherlands;;;1-4-2018 20:27;Open Twitter Page for This Person;https://twitter.com/peter_kassies;Yes;;;;;
thegreatjfk;;;;;http://pbs.twimg.com/profile_images/1205495887058931712/3R9rp20i_normal.jpg;;;;;"thegreatjfk

";;2.615,4;5.099,2;;;;;;;;;;;;;465;;;387;382;6673;7087;;Great admirer of the great JFK. Flat roof expert, race biking, vegetarian. Married, 3 sons. Let's take care of the blue spot above!;Noord-Brabant, Nederland;;;11-12-2019 00:15;Open Twitter Page for This Person;https://twitter.com/thegreatjfk;No;;;;;
irenehoogenraad;;;;;http://pbs.twimg.com/profile_images/1339021914182914048/sRZ7W5qs_normal.jpg;;;;;"irenehoogenraad

";;6.480,8;3.040,4;;;;;;;;;;;;;466;;;1402;1643;34582;37512;;Wees lief voor elkaar, het leven duurt maar even.. 🕊🍀💜;Netherlands;;;15-1-2010 09:32;Open Twitter Page for This Person;https://twitter.com/irenehoogenraad;No;;;;;
justfunny12;;;;;http://pbs.twimg.com/profile_images/1377336455094239234/MgL7EAT1_normal.jpg;;;;;"justfunny12

";;3.948,8;6.312,4;;;;;;;;;;;;;467;;;2748;4430;93130;158990;;"Rechts, direct, droge wijn, rokerige whiskey, Scandinavië, Greece, Boxers, Alfa Romeo, Mama van een 21, 18 en 16 jarige
Happily ever after with @jastno2";;;;21-10-2012 21:18;Open Twitter Page for This Person;https://twitter.com/justfunny12;No;;;;;
wifi73564557;;;;;http://pbs.twimg.com/profile_images/1355564862357827584/4KUd2tyE_normal.jpg;;;;;"wifi73564557

";;8.087,4;1.817,8;;;;;;;;;;;;;468;;;1118;1079;11019;22525;;Politieagenten leg je helm en knuppel neer en doe waarvoor je bij de politie bent gekomen. Bescherm het volk en wees geen instrument van de politiek.;Ergens ;;;17-3-2020 07:30;Open Twitter Page for This Person;https://twitter.com/wifi73564557;No;;;;;
momootjem2;;;;;http://pbs.twimg.com/profile_images/1374427845838077958/yAbFbO34_normal.jpg;;;;;"momootjem2

";;5.589,8;8.109,3;;;;;;;;;;;;;469;;;831;1358;11037;14148;;Amsterdam ❌❌❌ Vecht voor vrijheid en tegen de coronadictatuur. Ageert tegen de allesverwoestende coronamaatregelen.;;;;18-1-2021 23:53;Open Twitter Page for This Person;https://twitter.com/momootjem2;No;;;;;
714080c3ca1f48f;;;;;http://pbs.twimg.com/profile_images/1372944341287731201/cr5oKFZh_normal.jpg;;;;;"714080c3ca1f48f

";;6.318,2;2.201,5;;;;;;;;;;;;;470;;;86;15;2678;9416;;;;;;18-7-2014 09:27;Open Twitter Page for This Person;https://twitter.com/714080c3ca1f48f;No;;;;;
umbbv;;;;;http://pbs.twimg.com/profile_images/533599223590039552/Q9jH4bzO_normal.png;;;;;"umbbv

";;4.012,3;7.199,0;;;;;;;;;;;;;471;;;45;47;5919;941;;Left-wing cultural liberal. Allergic to cultist tropes.;;;;20-10-2014 13:26;Open Twitter Page for This Person;https://twitter.com/umbbv;No;;;;;
raina0231;;;;;http://pbs.twimg.com/profile_images/1383449303373340675/ySWCj1SQ_normal.jpg;;;;;"raina0231

";;7.647,0;4.564,5;;;;;;;;;;;;;472;;;541;407;19028;17096;;Stenenverlegger|☀️⛱IJmuiden! | Sublime FM|Veronica| Phillysound 🙌🏼;Haarlem;;;15-1-2013 18:42;Open Twitter Page for This Person;https://twitter.com/raina0231;No;;;;;
janmijn;;;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;;;;"janmijn

@Y0UD0NTKN0WME_ @thierrybaudet
Dat ding voor je mond en neus waarmee
je anderen tegen jouw virus beschermt
#wappie";;6.466,4;4.259,5;;;;;;;;;;;;;473;;;272;11;4166;464;;;Rotterdam, The Netherlands;;;21-8-2017 23:02;Open Twitter Page for This Person;https://twitter.com/janmijn;Yes;;;;;
redsteeze;;;;;http://pbs.twimg.com/profile_images/1171149010754854912/2CVoK6I8_normal.jpg;;;;;"redsteeze

";;7.125,0;1.773,2;;;;;;;;;;;;;474;;;1576;267649;98377;25;;Creator + host of Vs Media Podcast on Patreon. Contributor @spectatorusa. Commentary archive at @nro @FoxNews @nypost;New York City of Brooklyn;https://t.co/KQeHXCVq8t;;18-10-2011 15:46;Open Twitter Page for This Person;https://twitter.com/redsteeze;No;;;;;
y0ud0ntkn0wme_;;;;;http://pbs.twimg.com/profile_images/1350550654834663426/hY56iRxf_normal.jpg;;;;;"y0ud0ntkn0wme_

";;7.911,1;1.224,7;;;;;;;;;;;;;475;;;150;174;4241;17434;;niks;nl;;;21-11-2011 17:32;Open Twitter Page for This Person;https://twitter.com/y0ud0ntkn0wme_;No;;;;;
fubaroque;;;;;http://pbs.twimg.com/profile_images/729955390004318208/66tfLA16_normal.jpg;;;;;"fubaroque

@peterkwint En dan moet je nog
beleefd blijven ook?! #wappie #hersenloos";;4.995,9;4.306,9;;;;;;;;;;;;;476;;;316;99;12269;7149;;Nee zeggen is gemakkelijk. De echte vraag is of je ja kunt zeggen... en of je dat dan ook wilt, natuurlijk.;;;;10-5-2016 08:31;Open Twitter Page for This Person;https://twitter.com/fubaroque;Yes;;;;;
haddockisboos;;;;;http://pbs.twimg.com/profile_images/1367931210949922816/5mujGTzH_normal.jpg;;;;;"haddockisboos

";;1.415,8;3.277,2;;;;;;;;;;;;;477;;;314;491;8283;6772;;🚢 Zeekapitein | Avonturier | Schatgraver | Astronaut | Kasteelheer Molensloot | Loch Lomond | Ereburger Syldavië 🎖️| Opa van Ellen en de Stiefloeder;Molensloot;;;13-9-2011 12:11;Open Twitter Page for This Person;https://twitter.com/haddockisboos;No;;;;;
peterkwint;;;;;http://pbs.twimg.com/profile_images/1331691930850381826/V_dgIXWk_normal.jpg;;;;;"peterkwint

";;2.776,5;2.005,8;;;;;;;;;;;;;478;;;973;25920;197602;6884;;Kamerlid SP. Bestuurslid Vechtsportautoriteit Support: High fives, stagedives, switch kicks, cold drinks, MMA, koers en Feyenoord. #herrietweet;Amsterdam Noord;https://t.co/mDaxXI55Ub;;18-1-2011 15:47;Open Twitter Page for This Person;https://twitter.com/peterkwint;No;;;;;
oliempt;;;;;http://pbs.twimg.com/profile_images/1381902406808657922/tI8lcUAQ_normal.jpg;;;;;"oliempt

@mislukt12345 @revako11 #wappie";;4.060,2;3.678,6;;;;;;;;;;;;;479;;;26;9;309;51;;Pro en Con | Rechts en Links | Zwart en Wit | Voor en Tegen |;Aarde;;;26-3-2021 08:50;Open Twitter Page for This Person;https://twitter.com/oliempt;Yes;;;;;
legalgolfers;;;;;http://pbs.twimg.com/profile_images/1294671169413689345/GY9kg8_7_normal.jpg;;;;;"legalgolfers

";;8.458,4;5.496,1;;;;;;;;;;;;;480;;;3709;1607;14855;22340;;Business lawyer, Mediator, Negotiation Coach, Legal Advisor, Ex Entrepreneur. Kan niet tegen onrechtvaardige zaken van wie dan ook. Voor niets en niemand bang.;Toronto CA, België,Spanje, Tha;;;1-3-2016 07:18;Open Twitter Page for This Person;https://twitter.com/legalgolfers;No;;;;;
eelze60;;;;;http://pbs.twimg.com/profile_images/1284852854939963392/CaYybvMv_normal.jpg;;;;;"eelze60

";;6.001,0;7.492,9;;;;;;;;;;;;;481;;;324;192;13731;15657;;"Czech Justice : a DNA mix of Kafka and Svejk  

Die tulp in mijn profiel is me dierbaar. Is genoemd naar iemand die diep in mijn hart zit.";Drachten;https://t.co/9Q7NB4lr0w;;22-3-2010 22:19;Open Twitter Page for This Person;https://twitter.com/eelze60;No;;;;;
revako11;;;;;http://pbs.twimg.com/profile_images/1308873176827465732/e6f_M-H5_normal.jpg;;;;;"revako11

";;7.725,7;2.902,7;;;;;;;;;;;;;482;;;1697;1577;32705;29497;;ZZP’er. Betrokken en kritisch. Echtgenoot, vader, opa en volgens m’n lieve echtgenote, licht autistisch 😜 #FvD , Team #downsyndroom parler: @rene09;;https://t.co/sjgcMzxjIL;;28-5-2011 17:57;Open Twitter Page for This Person;https://twitter.com/revako11;No;;;;;
mislukt12345;;;;;http://pbs.twimg.com/profile_images/1292329964042420225/ejbo8e1f_normal.jpg;;;;;"mislukt12345

";;8.237,5;1.439,0;;;;;;;;;;;;;483;;;2454;5353;61716;37395;;De EU maakt een puinhoop van Europa. #NEXIT. Het kartel en GL maken een puinhoop van NL. Schelden=block✈️ #patriot. Parler: @mislukt12345;Frankrijk;;;7-12-2018 13:25;Open Twitter Page for This Person;https://twitter.com/mislukt12345;No;;;;;
dongamaurits;;;;;http://pbs.twimg.com/profile_images/1380539439877914631/9vumuLc1_normal.jpg;;;;;"dongamaurits

@toeret10 @erpenterig @AnnaEvaevaeva
@DonArturito Nou, dan hebben ze
verkeerd gestemd, want het is GroenLinks…
https://t.co/B9xEGf2MIw";;6.954,8;8.940,3;;;;;;;;;;;;;484;;;465;253;7828;14230;;Social justice warrior, omdat vechten voor je medemensen normaal zou moeten zijn. 😊👍;;;;12-10-2020 16:10;Open Twitter Page for This Person;https://twitter.com/dongamaurits;Yes;;;;;
roishin_rose;;;;;http://pbs.twimg.com/profile_images/1290267503382482950/wby9wsLV_normal.jpg;;;;;"roishin_rose

";;5.597,8;3.632,0;;;;;;;;;;;;;485;;;425;375;8722;9800;;Background in geosciences and aviation, excited for a sustainable and social future. Working on preserving UNESCO heritage as a miller.;Baile Átha Cliath, Ireland;;;23-1-2018 18:03;Open Twitter Page for This Person;https://twitter.com/roishin_rose;No;;;;;
vrijebosvogel;;;;;http://pbs.twimg.com/profile_images/1316837466821849093/7-MUHnbK_normal.jpg;;;;;"vrijebosvogel

";;2.841,5;9.052,6;;;;;;;;;;;;;486;;;414;195;11309;32337;;🇳🇱 Blokkeren of muten, is wat slappelingen en lafaards doen.;Amsterdam, The Netherlands;;;14-10-2020 09:45;Open Twitter Page for This Person;https://twitter.com/vrijebosvogel;No;;;;;
eennederland;;;;;http://pbs.twimg.com/profile_images/1093196762704199680/PAVP6OkE_normal.jpg;;;;;"eennederland

";;5.389,8;1.565,3;;;;;;;;;;;;;487;;;1188;1150;68084;37937;;;;;;25-5-2015 08:26;Open Twitter Page for This Person;https://twitter.com/eennederland;No;;;;;
karinmarianne84;;;;;http://pbs.twimg.com/profile_images/1290281052263645185/Hl099RMx_normal.jpg;;;;;"karinmarianne84

";;6.129,3;3.945,6;;;;;;;;;;;;;488;;;65;92;6210;4316;;de beschaving van een samenleving kan afgelezen worden aan hoe zij omgaat met  dieren.;;;;28-1-2015 11:06;Open Twitter Page for This Person;https://twitter.com/karinmarianne84;No;;;;;
follymans;;;;;http://pbs.twimg.com/profile_images/1349812320684408834/n7550FiU_normal.jpg;;;;;"follymans

";;6.368,4;9.038,1;;;;;;;;;;;;;489;;;528;301;4325;2010;;;;;;15-5-2011 07:52;Open Twitter Page for This Person;https://twitter.com/follymans;No;;;;;
donarturito;;;;;http://pbs.twimg.com/profile_images/1372068502845161474/XEangXjH_normal.jpg;;;;;"donarturito

";;7.791,7;8.408,0;;;;;;;;;;;;;490;;;18449;30097;131782;153885;;Columnist Volkskrant & HP/DeTijd;Portugal;https://t.co/d2Tq7NZL8h;;23-11-2009 13:25;Open Twitter Page for This Person;https://twitter.com/donarturito;No;;;;;
annaevaevaeva;;;;;http://pbs.twimg.com/profile_images/1386414668550451205/4_cU-kG4_normal.jpg;;;;;"annaevaevaeva

";;8.216,1;7.918,3;;;;;;;;;;;;;491;;;619;1200;26994;52660;;Ik zing en leer mensen mooier Engels praten.;;;;2-11-2009 14:37;Open Twitter Page for This Person;https://twitter.com/annaevaevaeva;No;;;;;
erpenterig;;;;;http://pbs.twimg.com/profile_images/1336928324866764801/LGEpUjkW_normal.jpg;;;;;"erpenterig

";;7.763,9;6.579,1;;;;;;;;;;;;;492;;;773;576;22569;64940;;"|Linkse takes zo based dat zelfs Petra Kramer mij preventief geblokkeerd heeft|

|@Netherlanders any% WR speedrunner|

|hij/hem|";kattegat;https://t.co/AdhR9qKbel;;7-6-2014 20:26;Open Twitter Page for This Person;https://twitter.com/erpenterig;No;;;;;
toeret10;;;;;http://pbs.twimg.com/profile_images/1384432849336606720/DyboQMHM_normal.jpg;;;;;"toeret10

";;7.207,6;9.554,1;;;;;;;;;;;;;493;;;42;34;709;256;;ik ben nieuw op twitter;;;;20-4-2021 08:57;Open Twitter Page for This Person;https://twitter.com/toeret10;No;;;;;
sigfridvshrink;;;;;http://pbs.twimg.com/profile_images/1210332763666157568/0B0u2Kpm_normal.png;;;;;"sigfridvshrink

@Eriswatmis Doe de volgende keer
je eigen onderzoek #wappie 🤪 #quarantaineplicht
https://t.co/EODv6lZQif";;5.491,5;3.262,5;;;;;;;;;;;;;494;;;1;25;1498;303;;Mental coaching. Intermediair.;;;;9-12-2019 21:43;Open Twitter Page for This Person;https://twitter.com/sigfridvshrink;Yes;;;;;
globalistaa;;;;;http://pbs.twimg.com/profile_images/1370695603232124933/xwh9pjsq_normal.jpg;;;;;"globalistaa

";;8.342,7;829,4;;;;;;;;;;;;;495;;;550;51181;32221;1920;;Niet die influencer. Doet de tekstredactie van LINDA. Heeft 1 hond, 3 poezen en 2 baby's. Wanderlustig. Grotendeels waar bevonden door NRC. #opfleurtwitter;Haarlem;;;22-8-2009 17:20;Open Twitter Page for This Person;https://twitter.com/globalistaa;No;;;;;
roald1976;;;;;http://pbs.twimg.com/profile_images/1372655194123735041/KEX2SMpD_normal.jpg;;;;;"roald1976

";;5.856,0;8.921,8;;;;;;;;;;;;;496;;;1820;1319;13554;33866;;"Ooit trots op mijn land, tegen onrecht, geen racist, neem geen vaccin

Parler: @Roald1976
Gab: @Roald1976";;;;10-9-2011 09:16;Open Twitter Page for This Person;https://twitter.com/roald1976;No;;;;;
rolandbouman;;;;;http://pbs.twimg.com/profile_images/551177857594949632/gxknhiRE_normal.jpeg;;;;;"rolandbouman

";;3.154,8;7.626,4;;;;;;;;;;;;;497;;;3197;4112;90834;91436;;"Data & Analytics | Consultant & Developer @ https://t.co/Wcck1370XY 

https://t.co/lrv36qMppe

Coup Data™ 

Music: https://t.co/6rSfDODh68";Oegstgeest, Netherlands;https://t.co/yu2YD3o6J6;;28-6-2009 15:22;Open Twitter Page for This Person;https://twitter.com/rolandbouman;No;;;;;
pizzaenzo_nl;;;;;http://pbs.twimg.com/profile_images/1346947681994723328/3Zyrkpxr_normal.jpg;;;;;"pizzaenzo_nl

";;2.439,1;6.535,7;;;;;;;;;;;;;498;;;804;517;6961;5324;;Je mag ook zelf nadenken! Probeer eens van kleur te veranderen. 013;;;;17-5-2012 15:10;Open Twitter Page for This Person;https://twitter.com/pizzaenzo_nl;No;;;;;
thatsablackbird;;;;;http://pbs.twimg.com/profile_images/1383058916603539456/AVvl5o5m_normal.jpg;;;;;"thatsablackbird

";;4.732,4;8.828,8;;;;;;;;;;;;;499;;;91;107;5160;3842;;I talk about social issues and mental health. I break taboos and deconstruct social constructs. I stand for equality, truth, honesty. Are you with me? (She/her);Nieuwegein, Netherlands;https://t.co/85EAEym1XH;;24-6-2020 12:55;Open Twitter Page for This Person;https://twitter.com/thatsablackbird;No;;;;;
eriswatmis;;;;;http://pbs.twimg.com/profile_images/1364559907370983425/w2lpvS5b_normal.jpg;;;;;"eriswatmis

";;6.900,9;2.733,4;;;;;;;;;;;;;500;;;12;53;1108;1088;;Liberté, Égalité, Fraternité, wij willen geen cake meer. Ik ben geen FvDer of PVVer, geen viruswaarheidwappie, maar een NLder die ziet dat er wat mis is in NL;;;;30-8-2011 09:42;Open Twitter Page for This Person;https://twitter.com/eriswatmis;No;;;;;
esmeralda_1_2_3;;;;;http://pbs.twimg.com/profile_images/1384934792664428546/JNBF2IRD_normal.jpg;;;;;"esmeralda_1_2_3

spuiten met 'iets' vanwege angst.
Angst voor een ziekte die je als
gezond mens best overleefd. Angst
om anders niet… https://t.co/ZaNVtXJBPn";;7.563,9;3.458,8;;;;;;;;;;;;;501;;;13;4;753;91;;Twitter is een uitlaatklep. En nee, niet met foto, veel volgers oid. Blijf graag anoniem ivm werk;;;;24-1-2021 18:12;Open Twitter Page for This Person;https://twitter.com/esmeralda_1_2_3;Yes;;;;;
groot_ernest;;;;;http://pbs.twimg.com/profile_images/513813358852587520/ZJtdnapX_normal.jpeg;;;;;"groot_ernest

@MeredithGreer Bij een vrouw die
niet in de menopauze zit, varieert
de normale pH-waarde van de vagina
tussen 3,8 e… https://t.co/1ZdURmmL1f";;3.748,0;8.595,3;;;;;;;;;;;;;502;;;1743;948;4484;3203;;Loco Dijkgraaf WS Aa en Maas waterschap gemeente bestuur politiek water RO gebiedsontwikkeling ecologie economie klimaat IVN sVLU WN vader 4 zonen;Uden en 's-Hertogenbosch;http://t.co/bFRrcO0qUp;;21-9-2014 21:49;Open Twitter Page for This Person;https://twitter.com/groot_ernest;Yes;;;;;
meredithgreer;;;;;http://pbs.twimg.com/profile_images/1318609005879742470/mTIfJi-y_normal.jpg;;;;;"meredithgreer

";;6.326,3;5.930,7;;;;;;;;;;;;;503;;;3368;8483;14241;54028;;Ik heb hier geen actieve herinnering aan.;Amsterdam;;;7-6-2011 17:19;Open Twitter Page for This Person;https://twitter.com/meredithgreer;No;;;;;
densnij;;;;;http://pbs.twimg.com/profile_images/1064052139507503104/ODuLDhax_normal.jpg;;;;;"densnij

@Justsay22898574 @DouwPien Aldus
#KArma #Covid #Wappie the force
created by a person's actions that
some people bel… https://t.co/8cbMyIvN4r";;3.297,2;8.126,9;;;;;;;;;;;;;504;;;903;560;43368;3106;;Pro-BDS, Pro-Palestine, Anti-Racism, Anti-Zionist, Anti-Apartheid, Anti-PVV, Anti Trump, Anti Nazi's FvD;;;;2-3-2011 08:45;Open Twitter Page for This Person;https://twitter.com/densnij;Yes;;;;;
ellenboersma;;;;;http://pbs.twimg.com/profile_images/1361774680777064449/d25bphQV_normal.jpg;;;;;"ellenboersma

";;7.033,9;3.837,2;;;;;;;;;;;;;505;;;601;599;14666;15473;;3 kinderen, 4 kleinkinderen, 3 extra kinderen en 1 van 3 Samenwonend met Hans, Stabij en poes.;Borne (voorheen Hoogeveen);;;8-1-2010 11:58;Open Twitter Page for This Person;https://twitter.com/ellenboersma;No;;;;;
douwpien;;;;;http://pbs.twimg.com/profile_images/1383816763335266307/rt4622v1_normal.jpg;;;;;"douwpien

";;2.678,7;9.423,4;;;;;;;;;;;;;506;;;932;861;5482;9087;;#teamwaterkanon. Topsporter. Antisynthetase syndroom, op weg naar longtransplantatie, complotfobisch, muziek, voetbal, katten, konijnen, tuin.  #meningslozedag.;;;;24-2-2019 18:02;Open Twitter Page for This Person;https://twitter.com/douwpien;No;;;;;
justsay22898574;;;;;http://pbs.twimg.com/profile_images/1264118027655749634/wNnrHFrT_normal.jpg;;;;;"justsay22898574

";;6.614,7;2.575,6;;;;;;;;;;;;;507;;;205;48;3155;1637;;Het ondermijnen van de grondwet is waar het allemaal begon. TELEVISION = TELL-A-VISION;;;;23-5-2020 08:55;Open Twitter Page for This Person;https://twitter.com/justsay22898574;No;;;;;
nnv13602245;;;;;http://pbs.twimg.com/profile_images/1373822094111281152/0y0MIhy9_normal.jpg;;;;;"nnv13602245

@Nieuwsuur #wappie huhuhhh";;5.399,8;5.203,5;;;;;;;;;;;;;508;;;360;40;319;2491;;"#VET #XLM #XRP #ADA
Keep Calm and Hodl on!

Money Never Sleep$";;;;19-11-2019 00:11;Open Twitter Page for This Person;https://twitter.com/nnv13602245;Yes;;;;;
muziekschuur;;;;;http://pbs.twimg.com/profile_images/1190440275174449152/h0h_Wb4J_normal.jpg;;;;;"muziekschuur

RT @Fransje53229178: En dan zijn
er 🐑🐑🐑 die mekkeren dat je een
#wappie bent..... #complot_denker
https://t.co/vBLDJzlqyI";;4.124,9;5.451,0;;;;;;;;;;;;;509;;;1057;654;56081;12761;;;;;;9-9-2009 13:35;Open Twitter Page for This Person;https://twitter.com/muziekschuur;Yes;;;;;
fransje53229178;;;;;http://pbs.twimg.com/profile_images/1068872898838970370/TMX3wCVF_normal.jpg;;;;;"fransje53229178

En dan zijn er 🐑🐑🐑 die mekkeren
dat je een #wappie bent..... #complot_denker
https://t.co/vBLDJzlqyI";;6.136,4;2.630,9;;;;;;;;;;;;;510;;;4873;2307;33063;72910;;ik ben #blank   niet #wit;the Netherlands;;;1-12-2018 14:21;Open Twitter Page for This Person;https://twitter.com/fransje53229178;Yes;;;;;
sayno08595988;;;;;http://pbs.twimg.com/profile_images/1382600819342737409/xkG6UNEO_normal.jpg;;;;;"sayno08595988

RT @Fransje53229178: En dan zijn
er 🐑🐑🐑 die mekkeren dat je een
#wappie bent..... #complot_denker
https://t.co/vBLDJzlqyI";;3.763,7;6.974,7;;;;;;;;;;;;;511;;;850;628;12423;7518;;Fear God and give Him glory, because the hour of His judgment has come⌛️Rev 14:7;;;;12-11-2020 12:13;Open Twitter Page for This Person;https://twitter.com/sayno08595988;Yes;;;;;
nieuwedagenkans;;;;;http://pbs.twimg.com/profile_images/1375491393397870594/OHOcdKF2_normal.jpg;;;;;"nieuwedagenkans

Grappig dat al die protestgekkies
(hersenlozen en ontspoorden) voor
de vrijheid nergens te bekennen
zijn op straat.… https://t.co/ylSntKvQmi";;1.415,8;3.530,5;;;;;;;;;;;;;512;;;103;9;3677;1228;;Criticus & Econoom 🇩🇪🇳🇱🇯🇵Anti-fascist/-socialist/-communist. Er gaat niks boven Friesland. Een van de laatste met wèl gezond verstand;;;;19-1-2021 11:18;Open Twitter Page for This Person;https://twitter.com/nieuwedagenkans;Yes;;;;;
pauline1h;;;;;http://pbs.twimg.com/profile_images/1375826091865210882/E-_M6KJs_normal.jpg;;;;;"pauline1h

RT @Fransje53229178: En dan zijn
er 🐑🐑🐑 die mekkeren dat je een
#wappie bent..... #complot_denker
https://t.co/vBLDJzlqyI";;2.927,4;7.216,1;;;;;;;;;;;;;513;;;377;383;67662;153779;;⚽️🏃‍♀️🏋️‍♂️;Nederland;;;17-10-2011 11:55;Open Twitter Page for This Person;https://twitter.com/pauline1h;Yes;;;;;
ogssie;;;;;http://pbs.twimg.com/profile_images/800319572/vervoer_gevaarlijke-stoffen_op_de_fiets_normal.jpg;;;;;"ogssie

RT @Fransje53229178: En dan zijn
er 🐑🐑🐑 die mekkeren dat je een
#wappie bent..... #complot_denker
https://t.co/vBLDJzlqyI";;2.266,8;5.674,3;;;;;;;;;;;;;514;;;152;773;339000;348551;;Real a hazmatter !!;NL-Overbetuwe;;;5-4-2010 11:58;Open Twitter Page for This Person;https://twitter.com/ogssie;Yes;;;;;
