;Visual Properties;;;;;;Labels;;;;Layout;;;;;;Graph Metrics;;;;;;;;;Do Not Edit;;Other Columns;;;;;;;;;;;;;;;;;;
Vertex;Color;Shape;Size;Opacity;Image File;Visibility;Label;Label Fill Color;Label Position;Tooltip;Layout Order;X;Y;Locked?;Polar R;Polar Angle;Degree;In-Degree;Out-Degree;Betweenness Centrality;Closeness Centrality;Eigenvector Centrality;PageRank;Clustering Coefficient;Reciprocated Vertex Pair Ratio;ID;Dynamic Filter;Add Your Own Columns Here;Followed;Followers;Tweets;Favorites;Time Zone UTC Offset (Seconds);Description;Location;Web;Time Zone;Joined Twitter Date (UTC);Custom Menu Item Text;Custom Menu Item Action;Tweeted Search Term?;;;;;
siadasha;;;;;http://pbs.twimg.com/profile_images/1346877611549585411/kiMwzeuf_normal.jpg;;;;;"siadasha

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;5722;5260;265807;356136;;"Retrans, Wire Dog, Comsec.
Can't stop the signal. Resistance 🌊🌎 This is the Way
#RightMatters #HandMarkedPaperBallots 🖐
Join https://t.co/kVBJKJwVJU";Deutschland;;;26-1-2017 01:36;Open Twitter Page for This Person;https://twitter.com/siadasha;Yes;;;;;
joannefromdlh;;;;;http://pbs.twimg.com/profile_images/1389063730567204869/MkbuE9fc_normal.jpg;;;;;"joannefromdlh

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;1970;647;88229;78871;;“Oh what a tangled web we weave, When first we practice to deceive.” Walter Scott;United States;;;10-2-2010 01:19;Open Twitter Page for This Person;https://twitter.com/joannefromdlh;Yes;;;;;
konlinemarket;;;;;http://pbs.twimg.com/profile_images/603506372215480320/mYydIR3R_normal.png;;;;;"konlinemarket

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;23464;26045;81771;146;;Online market. # Follow back within 24hrs. #online marketing & #Living with passion & purpose & helping people to earn money from online & live financial free.;;;;21-4-2011 05:42;Open Twitter Page for This Person;https://twitter.com/konlinemarket;Yes;;;;;
alesalvi12;;;;;http://pbs.twimg.com/profile_images/1004079572365840384/jhUzqlsq_normal.jpg;;;;;"alesalvi12

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;1664;393;222237;92590;;Vitellone del Montefeltro, milanista rassegnato, storico scaduto. Accanito sostenitore del vaiolo. Sponsor di utili idioti;Derry, Maine;;;25-5-2009 12:22;Open Twitter Page for This Person;https://twitter.com/alesalvi12;Yes;;;;;
sebavettels;;;;;http://pbs.twimg.com/profile_images/1388972263886688257/MDCpwF4n_normal.jpg;;;;;"sebavettels

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;536;1273;257274;57931;;"She/Her. Devota Tifosa della Aston Martin F1. Bi&Libra legend.
Guido il carro di Sebastian Vettel dal 2008.  #sv5 💚 #lh4 #gr63 #cl16 #mm93 #mv33";Aston Martin F1 Headquarters ;;;5-8-2008 12:49;Open Twitter Page for This Person;https://twitter.com/sebavettels;Yes;;;;;
rfanciola;;;;;http://pbs.twimg.com/profile_images/1381262650055745537/sm8UHUiG_normal.jpg;;;;;"rfanciola

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;398;1026;77146;75018;;Giornalista;Locarno, Svizzera;;;10-1-2013 14:28;Open Twitter Page for This Person;https://twitter.com/rfanciola;Yes;;;;;
chemicaleyeguy;;;;;http://pbs.twimg.com/profile_images/1477474730/CH3F_normal.jpg;;;;;"chemicaleyeguy

Now we know why #BananaRepublicans
in the #MAGA cult are OBSESSED
with pedophiles - from #CometPizza
to #Qanon. It… https://t.co/Vapk0MDgwk";;;;;;;;;;;;;;;;;;;100;826;103617;134946;;I'm a master of the atomic domain, with elective affinities for computers and microphones. Politically above center.;Murfreesboro, TN;https://t.co/usf9kjUxqR;;6-10-2009 14:08;Open Twitter Page for This Person;https://twitter.com/chemicaleyeguy;Yes;;;;;
godfree2;;;;;http://pbs.twimg.com/profile_images/924298036276109312/pJJBVXMC_normal.jpg;;;;;"godfree2

RT @ruthmkb: Montréal’s Biggest
#COVIDVaccination Site Shut Down
Thanks to Online Fringe Groups,
#QAnon Followers and #MaximeBernier
😠#cdnp…";;;;;;;;;;;;;;;;;;;1231;381;29865;27149;;Secular Humanist, Skeptics seek evidence #RIP Reject Identity Politics. Reject ASS Alt-Spite Sycophants #MindsExposed #GABexposed #ScheerMadness  #MAWI ☀️🇨🇦🙀🔭🎃🎸;Halifax, Canada;https://t.co/kPLgsG6tgl;;18-10-2009 17:55;Open Twitter Page for This Person;https://twitter.com/godfree2;Yes;;;;;
kenp1958;;;;;http://pbs.twimg.com/profile_images/1265002259865317376/aSCOWl8C_normal.jpg;;;;;"kenp1958

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;13825;13619;73340;91638;;Business owner. Army veteran. Patriot. Vote Blue. 🇺🇸🇺🇸#TeamBiden. #resist. #VetsResist. #TrumpVirus. #BikersforBiden. I follow back 🌊🌊🌊🌊. FBR;;;;31-3-2020 18:26;Open Twitter Page for This Person;https://twitter.com/kenp1958;Yes;;;;;
m___0_o;;;;;http://pbs.twimg.com/profile_images/1338662839922401280/c2mfc84o_normal.jpg;;;;;"m___0_o

&gt;&gt;&gt; are you fucking kidding
me?!? #QIntoTheStorm #JimWatkins
#DangerousIdeas I'm sorry #Qanon
you can't use… https://t.co/W7HcseNu9S";;;;;;;;;;;;;;;;;;;464;194;8672;8521;;"F | 29 | 🌹


M | 29 | 🐺

M | 27 | 🐇";;;;3-10-2020 14:19;Open Twitter Page for This Person;https://twitter.com/m___0_o;Yes;;;;;
annalisapanello;;;;;http://pbs.twimg.com/profile_images/571457916194172928/CLRBKUi3_normal.jpeg;;;;;"annalisapanello

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;523;1384;234483;237028;;la follia è saltare sul tappeto della ragione (Alda Merini);Roma, Lazio;;;9-3-2014 21:30;Open Twitter Page for This Person;https://twitter.com/annalisapanello;Yes;;;;;
fzvittoria;;;;;http://pbs.twimg.com/profile_images/1181318531230470145/DwhTmC63_normal.jpg;;;;;"fzvittoria

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;612;448;28220;36353;;se aspetti la persona che cambi la tua vita. guardati allo specchio;;;;8-3-2018 08:38;Open Twitter Page for This Person;https://twitter.com/fzvittoria;Yes;;;;;
rick50security;;;;;http://pbs.twimg.com/profile_images/1344762700811952128/Ho7NUWG3_normal.jpg;;;;;"rick50security

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;2231;1004;49432;45557;;;;;;8-2-2019 21:51;Open Twitter Page for This Person;https://twitter.com/rick50security;Yes;;;;;
trishmask;;;;;http://pbs.twimg.com/profile_images/1388620595567513601/EWVyya0g_normal.jpg;;;;;"trishmask

RT @BombshellDAILY: LIE AFTER LIE
AFTER LIE Speaking out against
misinformation continues to be
the biggest daily story, of the
post-trump…";;;;;;;;;;;;;;;;;;;4219;4000;20220;13917;;Love animals, dog mom, RN, administrator, pro choice, have absolute disgust for Trump and all the GQP supporters. #WearAMask, #TrumpVirus.;Hillsdale, MI;;;22-8-2020 00:24;Open Twitter Page for This Person;https://twitter.com/trishmask;Yes;;;;;
caro67595581;;;;;http://pbs.twimg.com/profile_images/1335674641566883841/P8E4LLow_normal.jpg;;;;;"caro67595581

RT @EricNaulleau: Nous sommes le
3 mai 2021 et @JoeBiden n’a toujours
pas été arrêté par l’armée contrairement
à ce qu’annonçaient tous les…";;;;;;;;;;;;;;;;;;;94;209;15953;12812;;Jeux Olympiques Presse internationale Handball Télévision;Seine-Maritime, Haute-Normandi;;;10-8-2016 16:46;Open Twitter Page for This Person;https://twitter.com/caro67595581;Yes;;;;;
brggoofy;;;;;http://pbs.twimg.com/profile_images/798653470861443072/UpjSeEnl_normal.jpg;;;;;"brggoofy

RT @BombshellDAILY: LIE AFTER LIE
AFTER LIE Speaking out against
misinformation continues to be
the biggest daily story, of the
post-trump…";;;;;;;;;;;;;;;;;;;18185;19412;8115;8183;;My thing, Biden/Harris 2020, StarTrek, Obamas, Disney, Crusing, Cosmology.      Dislike, liars, Deceivers, TRUMP and all he's done and stands for #TheResistance;Far from trump;;;24-9-2016 16:32;Open Twitter Page for This Person;https://twitter.com/brggoofy;Yes;;;;;
gattamannara72;;;;;http://pbs.twimg.com/profile_images/1387373248300699649/Qj3mAJMd_normal.jpg;;;;;"gattamannara72

Bisogna ringraziare chi sparge
le bufale #Qanon e #novax https://t.co/H4q8iPRTUZ";;;;;;;;;;;;;;;;;;;1565;1553;23464;57345;;Gli occhi di un gatto sono finestre che ci permettono di vedere dentro a un altro mondo (prov. irlandese) 🚫no dm 🚫;colonia felina di Bugliano ;;;3-8-2019 18:32;Open Twitter Page for This Person;https://twitter.com/gattamannara72;Yes;;;;;
lialacor;;;;;http://pbs.twimg.com/profile_images/962638719437156353/aHuYL-jK_normal.jpg;;;;;"lialacor

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;1594;1765;37082;211353;;Amo gli animali. Libera pensatrice;Veneto;;;17-6-2014 07:04;Open Twitter Page for This Person;https://twitter.com/lialacor;Yes;;;;;
monicasloves;;;;;http://pbs.twimg.com/profile_images/1008815799493124097/zUoJAmEU_normal.jpg;;;;;"monicasloves

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;43815;58566;1357016;1232920;;NO DIRECT MESSAGES, I WILL NOT RESPOND/ NO PORN. RESISTANCE ☮️;;;;29-5-2013 00:14;Open Twitter Page for This Person;https://twitter.com/monicasloves;Yes;;;;;
renatodelorenz2;;;;;http://pbs.twimg.com/profile_images/1201379866656092161/2tSGiJ7i_normal.jpg;;;;;"renatodelorenz2

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;419;111;3606;14278;;Matricola entusiasta di Filosofia e non pentito della scienza esatta così rassicurante ...;Roma, Lazio;;;27-11-2017 15:08;Open Twitter Page for This Person;https://twitter.com/renatodelorenz2;Yes;;;;;
blnfestspiele;;;;;http://pbs.twimg.com/profile_images/811907414681337857/iNtlxrig_normal.jpg;;;;;"blnfestspiele

„This Is Not a Game“ ist zur Zeit
verfügbar auf Berliner Festspiele
on Demand. Wer möchte, kann sich
Arne Vogelgesa… https://t.co/bz86e5hHSd";;;;;;;;;;;;;;;;;;;1354;11912;7757;4922;;Sehen was kommt! #BerlinerFestspiele #MaerzMusik #Theatertreffen #Immersion #MusikfestBerlin #JazzfestBerlin @BuWeBerlin @gropiusbau;Berlin;https://t.co/2J6NCN5mnc;;9-3-2009 08:53;Open Twitter Page for This Person;https://twitter.com/blnfestspiele;Yes;;;;;
pierosavaresi;;;;;http://pbs.twimg.com/profile_images/1246504199036325891/FoqPHmW2_normal.jpg;;;;;"pierosavaresi

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;753;327;24279;54119;;L'asprezza del territorio è un motivo in più per averne rispetto e non la ragione per devastarlo.;;;;27-9-2011 21:00;Open Twitter Page for This Person;https://twitter.com/pierosavaresi;Yes;;;;;
miriamcancelli1;;;;;http://pbs.twimg.com/profile_images/1325568747755728897/M85HH81V_normal.jpg;;;;;"miriamcancelli1

RT @littlecarrotq: #QAnon Revelation
1869 Do people travel to islands
to [Fish]? How many billionaires
own islands? How many billionaires
l…";;;;;;;;;;;;;;;;;;;1868;6376;95945;206463;;Arte;;;;13-7-2019 10:29;Open Twitter Page for This Person;https://twitter.com/miriamcancelli1;Yes;;;;;
littlecarrotq;;;;;http://pbs.twimg.com/profile_images/786286090214842368/QcN4mTUZ_normal.jpg;;;;;"littlecarrotq

";;;;;;;;;;;;;;;;;;;1975;1989;91888;55943;;Proof to begin 11.3;#We ThePeople🇺🇸Title18Sec242;https://t.co/dUWgfZyj6V;;16-2-2016 01:12;Open Twitter Page for This Person;https://twitter.com/littlecarrotq;No;;;;;
brunocheche;;;;;http://pbs.twimg.com/profile_images/880367107879440384/Oa4XTy2j_normal.jpg;;;;;"brunocheche

RT @EricNaulleau: Nous sommes le
3 mai 2021 et @JoeBiden n’a toujours
pas été arrêté par l’armée contrairement
à ce qu’annonçaient tous les…";;;;;;;;;;;;;;;;;;;124;50;1968;331;;Retraité, et observateur de cette nature que l'homme détruit en voulant toujours plus de croissance.;LOIRE ATLANTIQUE;;;22-10-2013 13:12;Open Twitter Page for This Person;https://twitter.com/brunocheche;Yes;;;;;
simon_r_katz;;;;;http://pbs.twimg.com/profile_images/902442221378600961/YTymN_Pv_normal.jpg;;;;;"simon_r_katz

@themattdimitri #QAnon = socio-political
‘immune disorder’. So it exists
on a spectrum perhaps graded by
the inflam… https://t.co/3p8J0TFIBj";;;;;;;;;;;;;;;;;;;3249;1979;202072;36593;;terrestrial decoy reclaimed communitarian antifa division #BuckForis #TuckFrump #VoteBlueNoMatterWho;International Rescue;;;28-7-2012 18:33;Open Twitter Page for This Person;https://twitter.com/simon_r_katz;Yes;;;;;
themattdimitri;;;;;http://pbs.twimg.com/profile_images/1194135577395752960/fkgMlw9t_normal.jpg;;;;;"themattdimitri

";;;;;;;;;;;;;;;;;;;1124;2908;10825;14490;;"Dumdumleft Aggregator. ""Vox Video Dunce Jr."" -Glenn Greenwald
https://t.co/oQuU7V5eIj?
Venmo:@Matthew-Dimitri
#leftisbest";;https://t.co/S6zJncAIUD;;16-12-2016 03:47;Open Twitter Page for This Person;https://twitter.com/themattdimitri;No;;;;;
ksss;;;;;http://pbs.twimg.com/profile_images/1290721694827663360/-m7s4dAr_normal.jpg;;;;;"ksss

just say this out loud: 2 photos
of #GhislaineMaxwell have been
released since #epstein's death;
one is a proven f… https://t.co/aj5bnzffnU";;;;;;;;;;;;;;;;;;;0;150;8028;7238;;ENERGÍA MAMÁ ENOJADA;NYC;;;5-7-2008 11:00;Open Twitter Page for This Person;https://twitter.com/ksss;Yes;;;;;
papa_cannolo;;;;;http://pbs.twimg.com/profile_images/1343879374534270977/11qQTyRe_normal.jpg;;;;;"papa_cannolo

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;5001;1928;71858;94870;;Turbocapitalista mondialista genderista. Finanziato da Soros, pagato dal PD.;Mazara del Vallo, Italy (EU);;;6-1-2009 15:44;Open Twitter Page for This Person;https://twitter.com/papa_cannolo;Yes;;;;;
alexthemod;;;;;http://pbs.twimg.com/profile_images/1341925150497898496/5ddHXe2X_normal.jpg;;;;;"alexthemod

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;1073;1634;123456;242560;;MOD!!..Antifa nel Dna.Anti Grillino Genetico.KTF!;;;;2-6-2009 17:21;Open Twitter Page for This Person;https://twitter.com/alexthemod;Yes;;;;;
mv_am;;;;;http://pbs.twimg.com/profile_images/1282433207565197314/qsbxkxOT_normal.jpg;;;;;"mv_am

RT @wystrach: Seit Jahren verbreitet
die #QAnon-Bewegung rechtsextreme
#Verschwörungsmythen, die um den
#Missbrauch von Kindern kreisen.
Hi…";;;;;;;;;;;;;;;;;;;620;2984;31122;5648;;Franz Kafka: „Verbringe die Zeit nicht mit der Suche nach einem Hindernis.“ https://t.co/nMPcX0SeiP & #Betroffenenrat beim @ubskm_de;Vorpommern&Berlin;https://t.co/VjeFS16bAV;;3-12-2012 15:42;Open Twitter Page for This Person;https://twitter.com/mv_am;Yes;;;;;
thesamcoleridge;;;;;http://pbs.twimg.com/profile_images/1261045178288287746/VXqeeSiJ_normal.jpg;;;;;"thesamcoleridge

@PeterKGeoghegan Moran goes #QAnon
https://t.co/ypHTdKavoI";;;;;;;;;;;;;;;;;;;397;173;6176;56921;;"In Xanadu did Kubla Khan
A stately pleasure-dome decree:
Where Alph, the sacred river, ran
Through caverns measureless to man
Down to a sunless sea.";guess;;;22-10-2011 19:02;Open Twitter Page for This Person;https://twitter.com/thesamcoleridge;Yes;;;;;
peterkgeoghegan;;;;;http://pbs.twimg.com/profile_images/1347100228386775041/IUIDJuF4_normal.jpg;;;;;"peterkgeoghegan

";;;;;;;;;;;;;;;;;;;5548;56779;72832;64304;;Investigations @openDemocracy. Author of Sunday Times best-selling Democracy for Sale. Political Insight. Chair @FerretScot. Irish.;London;https://t.co/ZXrUSyRK3H;;3-3-2010 13:47;Open Twitter Page for This Person;https://twitter.com/peterkgeoghegan;No;;;;;
venus19247372;;;;;http://pbs.twimg.com/profile_images/1381790908165709829/SDn89cz0_normal.jpg;;;;;"venus19247372

RT @BombshellDAILY: WHY THOSE THAT
CONTINUE TO SUPPORT TRUMP ARE INSANE
Clinical explanation from Psychology
Today. #cultism #personality #…";;;;;;;;;;;;;;;;;;;611;330;22620;39911;;"A Chicana from El Paso Texas residing in Los Angeles California
I've always voted, but never really into politics until the Monster became President.. 💯 Karma";California, USA;;;7-11-2020 14:04;Open Twitter Page for This Person;https://twitter.com/venus19247372;Yes;;;;;
fish_75;;;;;http://pbs.twimg.com/profile_images/1366906416531963912/urbcwX9T_normal.jpg;;;;;"fish_75

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;378;1269;29395;19624;;"Amo due donne e due donne amano me. Nonna e mamma. - IG fish_75
👇🏻👇🏼 Vuoi farmi un regalo? 👇🏽👇🏿";San Gemini;https://t.co/jOCI8bic1G;;10-7-2011 10:11;Open Twitter Page for This Person;https://twitter.com/fish_75;Yes;;;;;
gabrieledefazi4;;;;;http://pbs.twimg.com/profile_images/1320456066069630979/mzFAGC5I_normal.jpg;;;;;"gabrieledefazi4

RT @DavidPuente: Dal profilo di
uno dei due No vax arrestati con
l'accusa di aver organizzato l’attentato
incendiario (molotov) al centro
t…";;;;;;;;;;;;;;;;;;;146;61;3030;10317;;"🇮🇹🇪🇺
Democratico, repubblicano, moderato, liberale, contro ogni estremismo. In medio stat virtus.";Italia, Europa;;;14-10-2019 21:28;Open Twitter Page for This Person;https://twitter.com/gabrieledefazi4;Yes;;;;;
caldervillage5;;;;;http://pbs.twimg.com/profile_images/983827879690686464/CvtasdPJ_normal.jpg;;;;;"caldervillage5

RT @BombshellDAILY: LIE AFTER LIE
AFTER LIE Speaking out against
misinformation continues to be
the biggest daily story, of the
post-trump…";;;;;;;;;;;;;;;;;;;5000;2528;85577;98510;;"Do the best you can until you know better; when you know better, be and do better! -Maya Angelou";Iowa, USA;;;16-5-2017 14:00;Open Twitter Page for This Person;https://twitter.com/caldervillage5;Yes;;;;;
kroon125;;;;;http://pbs.twimg.com/profile_images/796049084784242688/RB_KU5rp_normal.jpg;;;;;"kroon125

@HartvNL #Baudet is een #Qanon
wappie #baudetmoetweg";;;;;;;;;;;;;;;;;;;385;133;18220;5510;;"2020 & 2021 Trollen krijgen van mij een blokkade ☢️

Geblokkeerd door @geertwilderspvv 😁";Holland;;;4-7-2012 19:41;Open Twitter Page for This Person;https://twitter.com/kroon125;Yes;;;;;
mauricedehond;;;;;http://pbs.twimg.com/profile_images/1308386731989839874/n7Co3W_l_normal.jpg;;;;;"mauricedehond

";;;;;;;;;;;;;;;;;;;265;124460;8407;648;;Echtgenoot, vader, grootvader;52.326147,4.855987;https://t.co/RjILEtfawT;;11-5-2009 11:18;Open Twitter Page for This Person;https://twitter.com/mauricedehond;No;;;;;
tponl;;;;;http://pbs.twimg.com/profile_images/1052130069748084736/NkHML5p3_normal.jpg;;;;;"tponl

";;;;;;;;;;;;;;;;;;;3830;46052;175306;39;;Online nieuws- en opiniemedium. 'Dictatoriaal en onverdraagzaam'. Word nu direct TPO+ abonnee: https://t.co/Mo69IlGxRV - https://t.co/Q83XL9WACH;Nederland;https://t.co/y1LUqBmS4g;;27-8-2009 21:20;Open Twitter Page for This Person;https://twitter.com/tponl;No;;;;;
kapiteinjeroen;;;;;http://pbs.twimg.com/profile_images/1385986389460803594/uSlWQBM3_normal.jpg;;;;;"kapiteinjeroen

";;;;;;;;;;;;;;;;;;;3402;2129;3518;769;;“The most valuable commodity i know of is information.” - Gordon Gekko 🦎 • Don’t dig for gold, Sell shovels - Samual Brennan • #Kapiteinenlijn;Nijmegen, Nederland;;;7-10-2010 13:00;Open Twitter Page for This Person;https://twitter.com/kapiteinjeroen;No;;;;;
peterkwint;;;;;http://pbs.twimg.com/profile_images/1331691930850381826/V_dgIXWk_normal.jpg;;;;;"peterkwint

";;;;;;;;;;;;;;;;;;;975;26080;197730;6905;;Kamerlid SP. Bestuurslid Vechtsportautoriteit Support: High fives, stagedives, switch kicks, cold drinks, MMA, koers en Feyenoord. #herrietweet;Amsterdam Noord;https://t.co/mDaxXI55Ub;;18-1-2011 15:47;Open Twitter Page for This Person;https://twitter.com/peterkwint;No;;;;;
